date_utc,indicator,type,source,tags,context,raw
2025-08-12T10:16:11Z,hxxps://walkin[.]college/trace[.]mp3,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://walkin.college/trace.mp3"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://www[.]dropbox[.]com/scl/fi/f6uznfct32tl8l4p5jsq3/aRicardo_Zahlungsart[.]zip?rlkey=g03n6j2zhy91fv8dbixgirmfh&st=ubryqphn&dl=1,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://www.dropbox.com/scl/fi/f6uznfct32tl8l4p5jsq3/aRicardo_Zahlungsart.zip?rlkey=g03n6j2zhy91fv8dbixgirmfh&st=ubryqphn&dl=1"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://helpfullyk[.]click/robot/captchaV4DE/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://helpfullyk.click/robot/captchaV4DE/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://lamejoropcionn[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://lamejoropcionn.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://alababababa[.]cloud/cVGvQio6[.]txt,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://alababababa.cloud/cVGvQio6.txt"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://tersmoles[.]com/script[.]ps1,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://tersmoles.com/script.ps1"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://forbescheck[.]top/1[.]ps1,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://forbescheck.top/1.ps1"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://shop[.]aeroboutiquepanama[.]com/selectra_planilla/X/assets/images/g8[.]webp,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://shop.aeroboutiquepanama.com/selectra_planilla/X/assets/images/g8.webp"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://shop[.]aeroboutiquepanama[.]com/selectra_planilla/X/assets/images/g8p4[.]webp,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://shop.aeroboutiquepanama.com/selectra_planilla/X/assets/images/g8p4.webp"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://mercut[.]ro/cloudflare?cldwvrf=120ksdl,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://mercut.ro/cloudflare?cldwvrf=120ksdl"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://cptchvrff[.]com/km77qnz/trails[.]exe,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://cptchvrff.com/km77qnz/trails.exe"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://cptchvrf[.]com/km77qnz/trails[.]exe,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://cptchvrf.com/km77qnz/trails.exe"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://fhasjcasd[.]click/km77qnz/trails[.]exe,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://fhasjcasd.click/km77qnz/trails.exe"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://h1dd-page[.]com/km77qnz/trails[.]exe,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://h1dd-page.com/km77qnz/trails.exe"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://was-logistics[.]com/wp[.]ps1,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://was-logistics.com/wp.ps1"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://roomnum-9983674[.]world/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://roomnum-9983674.world/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://proprtrmsvstr[.]world/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://proprtrmsvstr.world/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://payment-verify[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://payment-verify.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://gestordeconfort[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://gestordeconfort.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://brightbytesite[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://brightbytesite.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://formxinvestor[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://formxinvestor.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://greenpulsebase[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://greenpulsebase.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://isthecapital[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://isthecapital.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://morebitro[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://morebitro.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://rominvestitor[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://rominvestitor.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://greenpulseland[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://greenpulseland.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://brightbytesite[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://brightbytesite.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://mxbankerspro[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://mxbankerspro.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://everygooodnews[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://everygooodnews.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://formxinvestors[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://formxinvestors.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://greenpulsebase[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://greenpulsebase.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://apidnschangerdmnd[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://apidnschangerdmnd.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://morebitro[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://morebitro.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://rominvesi[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://rominvesi.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://forum-from-hero[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://forum-from-hero.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://rominvesi[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://rominvesi.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://files[.]catbox[.]moe/cj06ld[.]txt,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://files.catbox.moe/cj06ld.txt"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://mxbankpro[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://mxbankpro.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://forum-and-building[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://forum-and-building.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://viriffic-processing[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://viriffic-processing.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://apidnschangerdmnd[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://apidnschangerdmnd.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://www[.]payment-verify[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://www.payment-verify.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://lamejoropcionn[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://lamejoropcionn.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://rombankro[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://rombankro.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://home-and-forum[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://home-and-forum.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://gestordeconfort[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://gestordeconfort.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://voidtheboxs[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://voidtheboxs.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://rominvestitor[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://rominvestitor.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://roomnum-9983674[.]world/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://roomnum-9983674.world/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://verlfication-process[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://verlfication-process.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://www[.]gemrazorback[.]com/up/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://www.gemrazorback.com/up/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://formxinvestors[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://formxinvestors.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://994521[.]cfd/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://994521.cfd/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://greenpulseland[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://greenpulseland.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://voidinsoul[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://voidinsoul.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://mxoilinvest[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://mxoilinvest.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://mxbankerspro[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://mxbankerspro.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://building-and-forum[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://building-and-forum.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://building-and-forum[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://building-and-forum.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://oxygenisempty[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://oxygenisempty.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://everygooodnews[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://everygooodnews.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://verific-processing[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://verific-processing.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://voidtheboxs[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://voidtheboxs.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://voidinsoul[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://voidinsoul.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://home-and-forum[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://home-and-forum.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://formxinvestor[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://formxinvestor.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxps://proccess-verify[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""https://proccess-verify.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://mxoilinvest[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://mxoilinvest.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
2025-08-12T10:16:11Z,hxxp://isthecapital[.]com/,url,urlhaus,clickfix,status=offline; threat=malware_download,"{""indicator"": ""http://isthecapital.com/"", ""source"": ""urlhaus"", ""context"": ""status=offline; threat=malware_download"", ""date_utc"": ""2025-08-12T10:16:11Z"", ""tags"": [""clickfix""]}"
