"date_utc"	"indicator"	"type"	"source"	"tags"	"context"
"2026-03-05T23:21:10Z"	"hxxps://gardenscup[.]com/9c8cc2bb/4c766b9d2b[.]exe"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://emierich[.]com/2p2o[.]js"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://98[.]142[.]251[.]63/con"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://185[.]198[.]234[.]72/gisl[.]odd"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://185[.]0xC6[.]234[.]72/gisl[.]odd"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://89[.]125[.]60[.]223/love[.]pdf"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://192[.]177[.]26[.]244/save[.]pdf"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://wilknnson[.]com/6j6s[.]js"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://150[.]241[.]124[.]218:5509/r[.]txt"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://sdufkghdfshds[.]cfd/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://51[.]79[.]204[.]217/"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://github[.]com/e70412150-del/fullinfonedameee/releases/download/23456465/updater2[.]vbs"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://rainbow-terrace[.]com"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://raw[.]githubusercontent[.]com/clock-cheking/expert-barnacle/refs/heads/main/brand"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://45[.]8[.]93[.]168/authorize[.]txt"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://github[.]com/e70412150-del/fullinfonedameee/releases/download/23456465/updater3[.]vbs"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://github[.]com/e70412150-del/fullinfonedameee/releases/download/23456465/updater1[.]vbs"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://github[.]com/e70412150-del/fullinfonedameee/releases/download/23456465/updater4[.]vbs"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://github[.]com/e70412150-del/fullinfonedameee/releases/download/23456465/us[.]vbs"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://co-emas[.]com/receiveharsh/changebusiness"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://co-emas[.]com/x/s"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://help[.]get-upgrades[.]com/last[.]php"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://raw[.]githubusercontent[.]com/routing78-fabric43-euw3/csz54-hrt8-s43-g984-gsdf555/refs/heads/main/upturnedevict"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://raw[.]githubusercontent[.]com/routing78-fabric43-euw3/a4-g89-dc01-eu/refs/heads/main/uncrownslicing"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://raw[.]githubusercontent[.]com/routing78-fabric43-euw3/a4-g89-dc01-eu/refs/heads/main/revivalscraggly"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://raw[.]githubusercontent[.]com/routing78-fabric43-euw3/csz54-hrt8-s43-g984-gsdf555/refs/heads/main/unlovingconcrete456"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://raw[.]githubusercontent[.]com/routing78-fabric43-euw3/csz54-hrt8-s43-g984-gsdf555/refs/heads/main/ruckusbox"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://raw[.]githubusercontent[.]com/clock-cheking/expert-barnacle/refs/heads/main/load"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://github[.]com/e70412150-del/fullinfonedameee/releases/download/23456465/98[.]vbs"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://91[.]92[.]240[.]219/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://206[.]245[.]132[.]222/blsq[.]odd"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://23[.]160[.]168[.]165:7998/hst/test[.]bat"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://slowdomen[.]ru/authorize[.]txt"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://authorizegoogle[.]com/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://slowdomen[.]ru/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://authorizegoogle[.]com/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://meetvideogoogle[.]com/"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://194[.]67[.]127[.]229/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://meetvideogoogle[.]com/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://videomeetgoogle[.]com/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://videomeetgoogle[.]com/"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://194[.]67[.]127[.]229/"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://github[.]com/e70412150-del/fullinfonedameee/releases/download/23456465/updater[.]vbs"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://45[.]8[.]93[.]168/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://cloudy-verification[.]com/cloudfa"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://132[.]148[.]78[.]83:444/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://macqore[.]com/app2"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://45[.]135[.]232[.]33/d/roberto99223"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://217[.]119[.]139[.]117/d/roberto32100"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://45[.]144[.]233[.]192/"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://tesllamacapp[.]com/"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://198[.]13[.]158[.]127:5506/ny[.]vbs"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://geeconglobal[.]com/CLOUDFLARE"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://142[.]93[.]179[.]103:8081/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://157[.]230[.]254[.]1/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://162[.]215[.]130[.]152/"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://103[.]241[.]42[.]40/"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://152[.]44[.]39[.]12/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://165[.]22[.]255[.]138/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://52[.]21[.]159[.]183/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://72[.]167[.]140[.]158/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://72[.]62[.]59[.]160:8080/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://159[.]223[.]160[.]166/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://217[.]160[.]27[.]36/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://46[.]4[.]194[.]54/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://102[.]206[.]27[.]46/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://18[.]222[.]4[.]143/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://13[.]233[.]119[.]235/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://66[.]39[.]32[.]101/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://183[.]181[.]96[.]178/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://89[.]37[.]214[.]212/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://148[.]72[.]247[.]154/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://77[.]120[.]165[.]2/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://178[.]159[.]11[.]216/"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://91[.]121[.]34[.]146/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://66[.]39[.]17[.]31/"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://216[.]92[.]32[.]98/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://77[.]120[.]165[.]2/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://138[.]197[.]49[.]130:8080/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://138[.]199[.]222[.]6/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://18[.]222[.]166[.]74/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://173[.]255[.]252[.]25/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://178[.]159[.]11[.]216/"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://52[.]40[.]97[.]75/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://3[.]71[.]235[.]243/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://169[.]50[.]189[.]146/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://190[.]92[.]158[.]250/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://54[.]173[.]170[.]130/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://52[.]76[.]43[.]213/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://138[.]199[.]222[.]6/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://31[.]147[.]204[.]35/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://65[.]49[.]82[.]3/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://84[.]16[.]239[.]214/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://94[.]159[.]105[.]149/123456[.]txt"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://104[.]199[.]248[.]167/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://45[.]76[.]63[.]6/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://64[.]227[.]129[.]58:8083/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://143[.]198[.]135[.]70/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://199[.]168[.]184[.]115/"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://98[.]70[.]13[.]131/"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://143[.]198[.]73[.]49/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://176[.]57[.]70[.]199/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://89[.]111[.]134[.]202/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://167[.]99[.]0[.]131:4011/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://202[.]74[.]75[.]181/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://3[.]14[.]240[.]188/"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://44[.]203[.]141[.]243/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://13[.]213[.]189[.]252/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://185[.]174[.]173[.]32/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://52[.]192[.]160[.]71/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://159[.]223[.]94[.]233/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://165[.]73[.]81[.]241:9809/"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://74[.]208[.]210[.]81/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://45[.]79[.]216[.]201/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://49[.]13[.]228[.]105/"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://52[.]23[.]9[.]8/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://152[.]42[.]225[.]73/"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://167[.]99[.]0[.]131:3011/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://213[.]111[.]148[.]241/"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://199[.]168[.]184[.]115/"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://18[.]222[.]4[.]143/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://198[.]91[.]87[.]184/"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://69[.]48[.]143[.]20/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://91[.]121[.]34[.]146/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://142[.]93[.]179[.]103:8080/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://143[.]110[.]235[.]189/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxps://103[.]26[.]141[.]6/"	"url"	"urlhaus"	"clickfix"	"status=offline; threat=malware_download"
"2026-03-05T23:21:10Z"	"hxxp://108[.]179[.]231[.]237/"	"url"	"urlhaus"	"clickfix"	"status=online; threat=malware_download"
